filename,brick_type,rotation_x,rotation_y,rotation_z,color_r,color_g,color_b
brick_b45e21b8,2*1_pyramid,0.0,90.0,304.0373229980469,0.44695811391142737,0.9290642715911923,0.9712339943621345
brick_7d9a30a3,3*2,270.0,0.0,6.651515483856201,0.5139709174941858,0.9996920728252376,0.14456405680718987
brick_54d14b27,2*1,180.0,180.0,126.58966064453125,0.618345176434549,0.07092005379098099,0.9070078116984759
brick_892409fe,2*2,180.0,90.0,4.702324867248535,0.16417190682067684,0.13464084524678865,0.2938669501722131
brick_21d670d8,4*2,0.0,0.0,136.95155334472656,0.47997641163165206,0.2553685414995712,0.6212149557835989
brick_48807eaa,2*1,180.0,0.0,348.3882141113281,0.45381158601646143,0.30700241766307945,0.8935329492663701
brick_b4d99a7f,2*1_pyramid,0.0,90.0,98.09882354736328,0.17785815120631954,0.7541200974239911,0.6011551664795252
brick_d01d6630,4*1,180.0,0.0,243.44166564941406,0.42482987805750705,0.6093811944278081,0.9625783237732622
brick_0410f141,3*2,0.0,90.0,258.78070068359375,0.6168667220513177,0.6022650884252227,0.04260984869331663
brick_ffdcc4a9,4*1,180.0,90.0,85.57794952392578,0.3761671107535428,0.9157966347228711,0.9238003853297992
brick_df4e8de6,3*2,90.0,0.0,6.442244052886963,0.33826630439238115,0.805013346379297,0.7144127320308132
brick_278cbeb9,8*2,180.0,270.0,285.3458251953125,0.2944044509610825,0.48979876215886575,0.8437891569594559
brick_88645082,2*2,270.0,90.0,241.92581176757812,0.4826273026339505,0.874249432122486,0.324442820681058
brick_e07ce827,2*2,90.0,0.0,247.6781768798828,0.1652226013121204,0.7128577175682412,0.1546695265016983
brick_77c1ddd1,4*2,90.0,270.0,52.43320846557617,0.1106716685393363,0.6729472555625813,0.45815684934608236
brick_a6610c45,3*2,270.0,0.0,112.1591796875,0.9537026563980463,0.723622674754855,0.1264109504222204
brick_310035d4,3*2,270.0,90.0,98.6841049194336,0.3986355470950562,0.607237856296858,0.45338928652675414
brick_feed4f06,2*2,270.0,0.0,344.72528076171875,0.5617360864667772,0.6348798655302652,0.7454095605991314
brick_a58e2e6b,2*2,90.0,270.0,359.7087707519531,0.761601617775952,0.9249808388864721,0.10328066022677251
brick_00c60b44,2*2,90.0,0.0,116.36725616455078,0.403902807247583,0.8566997718507695,0.7496874949604359
brick_a3f5cdb1,4*2,90.0,180.0,75.18194580078125,0.4698758722080456,0.9906137002515145,0.8734884721765487
brick_6879b83d,8*2,270.0,0.0,32.42000198364258,0.8614650056523117,0.3878288576792738,0.07690327170848243
brick_8fd3380f,4*1,180.0,0.0,168.6787567138672,0.9531880223982722,0.0203358621262264,0.711841994020044
brick_8ef21549,2*2,0.0,270.0,145.8483428955078,0.946036099883343,0.29580874439074956,0.6876993333162041
brick_5fae9c50,6*2,180.0,180.0,23.09274673461914,0.4832224351551152,0.5376564462632882,0.3053150288250901
brick_30014ef7,6*1,90.0,90.0,332.4958190917969,0.8755787785812315,0.196415131747549,0.7071327930853324
brick_4717f566,6*2,0.0,90.0,182.36041259765625,0.9931562771960715,0.03703524154935678,0.17381188356573818
brick_bd9abf78,6*1,270.0,270.0,15.12110424041748,0.5273018195653258,0.7752329387278643,0.7585275393260278
brick_a7f7b190,6*2,180.0,90.0,155.16232299804688,0.8134347829668696,0.5423364939606609,0.5197576629902098
brick_2c526b0e,6*1,0.0,270.0,35.79673767089844,0.6114581185784115,0.5662739910974415,0.627603822827625
brick_080fc41b,2*1_pyramid,180.0,270.0,199.10960388183594,0.151564268141005,0.8625595840116259,0.2564851867031356
brick_db264bc5,8*2,270.0,0.0,195.1212615966797,0.8272801436790586,0.9880550405034078,0.5318622673493859
brick_b6622290,8*2,90.0,0.0,344.1334533691406,0.05448280245769255,0.2015458913772178,0.18622806134783576
brick_79dc80d6,2*1_pyramid,180.0,90.0,6.083209991455078,0.7846542414863432,0.7620808187544375,0.015640254373560314
brick_8223a7c9,4*1,270.0,90.0,305.78887939453125,0.5871995675329198,0.2776455149379067,0.297939245070613
brick_93da42ab,3*2,270.0,270.0,2.158632516860962,0.918405538050878,0.19644236784087377,0.06971440883837754
brick_614febee,2*1_pyramid,0.0,90.0,313.04876708984375,0.2871712671772877,0.8448824369497251,0.21968829120277278
brick_158ef933,4*2,270.0,270.0,212.91122436523438,0.942551556089744,0.5757026618539267,0.6380991436009331
brick_6814fd77,4*2,90.0,270.0,344.8944396972656,0.07317236422894813,0.6305262575049552,0.4977488664167843
brick_8fc1bdaa,3*1,180.0,180.0,150.24234008789062,0.5364761531367852,0.6065034529078714,0.7718703593709867
brick_244a0bb8,2*1,0.0,90.0,5.351868152618408,0.6551808438447998,0.4552229810118732,0.3226020572799202
brick_a9996156,3*2,0.0,0.0,197.30245971679688,0.5542212903105019,0.8087034100190308,0.429769377411363
brick_c2cd5a11,8*2,270.0,0.0,228.22467041015625,0.691060538665496,0.4455725548199213,0.6444858080327855
brick_f53633b4,2*1,180.0,0.0,72.20101928710938,0.6490287933360372,0.7851836035792271,0.12877466734588205
brick_19d6bd93,4*2,180.0,270.0,275.3227844238281,0.5189679263384823,0.9955569763569707,0.04254318989657835
brick_21e812ec,2*2,90.0,180.0,8.134273529052734,0.6309486847885489,0.8365774420342397,0.5399918601297123
brick_69d04918,8*2,0.0,90.0,207.15347290039062,0.7448013201143767,0.6426159035696409,0.9313299873045772
brick_13331646,4*2,180.0,180.0,52.97064208984375,0.9087808180412307,0.1293903198282501,0.5819079067551981
brick_73900e26,3*1,270.0,90.0,183.7286376953125,0.18779882013195737,0.6575250944331312,0.4922091856813079
brick_31f7fdeb,4*2,0.0,0.0,237.983154296875,0.4925404842250274,0.9294476106188421,0.5645390048511727
brick_d429e5b2,6*1,0.0,90.0,120.9747085571289,0.23068041172418896,0.44014053379640117,0.3991875100684462
brick_01ee3e74,4*1,90.0,270.0,261.23541259765625,0.41542604044934495,0.7470278303347965,0.9896533952915854
brick_5709abfe,2*2,90.0,90.0,320.5159912109375,0.9948859423866595,0.34478645181128276,0.021078715278258775
brick_0d18591f,8*2,270.0,0.0,25.378507614135742,0.6603125951651629,0.6759825596814739,0.2735842939656814
brick_040190e5,2*1_pyramid,180.0,0.0,28.130578994750977,0.10824651830644716,0.5715540501855365,0.38443070248279543
brick_99013bd7,6*1,180.0,270.0,129.91622924804688,0.2528688593996057,0.9255798517766526,0.4526458224151845
brick_eb7fb051,2*1_pyramid,180.0,270.0,63.42521667480469,0.06280747073753334,0.8310249775910269,0.7903961281366635
brick_02a9e91f,4*1,0.0,0.0,231.55711364746094,0.11142657287550162,0.7454308006452396,0.0970553255573513
brick_87a36411,3*2,180.0,180.0,189.55868530273438,0.13246993238559812,0.5216539682452783,0.575220913590904
brick_effafa07,6*2,90.0,270.0,33.048828125,0.1515978275323696,0.8733314927284451,0.15891401743138034
brick_854bd450,4*1,180.0,0.0,118.06051635742188,0.6208087845251362,0.5940599875782954,0.3603622824249283
brick_67208b23,2*2,180.0,90.0,145.84750366210938,0.13723519569581977,0.7124822140956174,0.4226461735933804
brick_7bdfecba,1*1,90.0,180.0,80.60901641845703,0.6097476752833686,0.24090545315446288,0.819690630116085
brick_77129f98,3*2,0.0,0.0,175.06570434570312,0.642545750506213,0.5212631716718644,0.012220443382476187
brick_771f48b0,4*2,180.0,90.0,135.38787841796875,0.15252092647036408,0.9376270203266137,0.9543384528019402
brick_a404ca20,1*1,270.0,90.0,352.7596130371094,0.21180778309708959,0.008477102644165568,0.008780790197317478
brick_e607917a,6*2,90.0,90.0,66.33306884765625,0.3468599521919319,0.8814279539788384,0.7765637505188969
brick_42a4f8c2,3*2,0.0,180.0,254.07957458496094,0.0916928035398138,0.037650391369371206,0.3045822859513968
brick_1aa0cbb4,6*2,270.0,270.0,152.41635131835938,0.416953625735795,0.503470379838579,0.7417138709308778
brick_2e0a6f9a,1*1,0.0,90.0,109.95877075195312,0.9446102237620305,0.5663596625910615,0.1630170535446609
brick_2a201249,6*1,270.0,270.0,327.7166748046875,0.33063791082094385,0.06826632280811773,0.3394928419615274
brick_f30597d9,2*2,180.0,180.0,111.920654296875,0.5412357404760221,0.5600034221773253,0.012645313990968243
brick_8f05a7b7,1*1,0.0,90.0,182.68075561523438,0.38330142613645546,0.07314470241746773,0.6453022304140941
brick_0e0a9835,4*2,90.0,180.0,340.25579833984375,0.35525718737028145,0.7454026584130877,0.4639533270518157
brick_a512c445,6*1,270.0,0.0,75.63465881347656,0.2098839588510244,0.892822690942987,0.9615498580349119
brick_ff5bbf79,8*2,270.0,0.0,252.54188537597656,0.8367790619895978,0.23617239593026407,0.42081451661627556
brick_eb7aab41,3*1,180.0,90.0,343.6249694824219,0.3393110806994041,0.3526064315962216,0.38136925599984317
brick_317ae75e,2*1,270.0,180.0,49.53582000732422,0.7361990195583998,0.8924360413581142,0.6020202129159077
brick_b4da4a09,3*2,0.0,270.0,87.06455993652344,0.2796879214144433,0.7820257147226896,0.47264892072613784
brick_db146955,6*1,270.0,90.0,214.2544403076172,0.6738186701782457,0.9941038539008994,0.6944429196276263
brick_dea20009,2*1_pyramid,270.0,180.0,209.74465942382812,0.31644677415042777,0.04377221109491425,0.026696408929606896
brick_6faebdd1,4*2,90.0,0.0,38.11532974243164,0.47681542811273203,0.4805479776507676,0.37745575248682794
brick_28828e1a,3*1,180.0,180.0,145.03555297851562,0.5749016989883226,0.08821737204844071,0.4926624779750939
brick_5d8a9db1,6*1,270.0,0.0,229.99954223632812,0.9268125233540188,0.529327769482911,0.9814981101745232
brick_6fb9ef28,4*2,0.0,0.0,251.5004119873047,0.406919590409185,0.2903465779075597,0.2729227141759255
brick_0a0e70f9,2*2,0.0,0.0,119.61274719238281,0.04055604473338792,0.4318243330038687,0.41948975128382804
brick_fd5b3a51,4*1,180.0,180.0,142.089599609375,0.8343932154233024,0.16222319846320976,0.2122954059810801
brick_6a660827,3*2,90.0,0.0,316.1628723144531,0.24381207674579897,0.40524710376953366,0.8259609622075097
brick_dea05551,2*2,180.0,0.0,153.11766052246094,0.5065167338644422,0.44333175459954643,0.8497265876774797
brick_898976f5,3*2,0.0,180.0,258.2768859863281,0.20847503665874467,0.8189175265866111,0.5453733260960321
brick_e79d120e,2*1_pyramid,90.0,270.0,65.91166687011719,0.693220297058123,0.48366724649548865,0.2620069621657205
brick_9521e16c,8*2,180.0,90.0,284.2533874511719,0.604187670245771,0.4861579853448651,0.038434430294859157
brick_c42078c7,2*1_pyramid,180.0,180.0,72.1058120727539,0.8907615376919796,0.19235766660718534,0.9953132808698071
brick_75b99236,3*2,0.0,180.0,87.63777160644531,0.08062959702037598,0.5163052455440706,0.5634920266730326
brick_952a952b,6*2,180.0,0.0,284.7965087890625,0.26560266554766676,0.04414143833371453,0.01747276617200133
brick_457e50b0,2*2,270.0,90.0,334.494384765625,0.5161106125851416,0.6944572110834774,0.755840864901949
brick_23a291ce,2*1_pyramid,0.0,0.0,318.6612548828125,0.31613434939705276,0.12284980360619913,0.3451763506756754
